,RUL
15814,138
15815,137
15816,136
15817,135
15818,134
15819,133
15820,132
15821,131
15822,130
15823,129
15824,128
15825,127
15826,126
15827,125
15828,124
15829,123
15830,122
15831,121
15832,120
15833,119
15834,118
15835,117
15836,116
15837,115
15838,114
15839,113
15840,112
15841,111
15842,110
15843,109
15844,108
15845,107
15846,106
15847,105
15848,104
15849,103
15850,102
15851,101
15852,100
15853,99
15854,98
15855,97
15856,96
15857,95
15858,94
15859,93
15860,92
15861,91
15862,90
15863,89
15864,88
15865,87
15866,86
15867,85
15868,84
15869,83
15870,82
15871,81
15872,80
15873,79
15874,78
15875,77
15876,76
15877,75
15878,74
15879,73
15880,72
15881,71
15882,70
15883,69
15884,68
15885,67
15886,66
15887,65
15888,64
15889,63
15890,62
15891,61
15892,60
15893,59
15894,58
15895,57
15896,56
15897,55
15898,54
15899,53
15900,52
15901,51
15902,50
15903,49
15904,48
15905,47
15906,46
15907,45
15908,44
15909,43
15910,42
15911,41
15912,40
15913,39
15914,38
15915,37
15916,36
15917,35
15918,34
15919,33
15920,32
15921,31
15922,30
15923,29
15924,28
15925,27
15926,26
15927,25
15928,24
15929,23
15930,22
15931,21
15932,20
15933,19
15934,18
15935,17
15936,16
15937,15
15938,14
15939,13
15940,12
15941,11
15942,10
15943,9
15944,8
15945,7
15946,6
15947,5
15948,4
15949,3
15950,2
15951,1
15952,0
15956,181
15957,180
15958,179
15959,178
15960,177
15961,176
15962,175
15963,174
15964,173
15965,172
15966,171
15967,170
15968,169
15969,168
15970,167
15971,166
15972,165
15973,164
15974,163
15975,162
15976,161
15977,160
15978,159
15979,158
15980,157
15981,156
15982,155
15983,154
15984,153
15985,152
15986,151
15987,150
15988,149
15989,148
15990,147
15991,146
15992,145
15993,144
15994,143
15995,142
15996,141
15997,140
15998,139
15999,138
16000,137
16001,136
16002,135
16003,134
16004,133
16005,132
16006,131
16007,130
16008,129
16009,128
16010,127
16011,126
16012,125
16013,124
16014,123
16015,122
16016,121
16017,120
16018,119
16019,118
16020,117
16021,116
16022,115
16023,114
16024,113
16025,112
16026,111
16027,110
16028,109
16029,108
16030,107
16031,106
16032,105
16033,104
16034,103
16035,102
16036,101
16037,100
16038,99
16039,98
16040,97
16041,96
16042,95
16043,94
16044,93
16045,92
16046,91
16047,90
16048,89
16049,88
16050,87
16051,86
16052,85
16053,84
16054,83
16055,82
16056,81
16057,80
16058,79
16059,78
16060,77
16061,76
16062,75
16063,74
16064,73
16065,72
16066,71
16067,70
16068,69
16069,68
16070,67
16071,66
16072,65
16073,64
16074,63
16075,62
16076,61
16077,60
16078,59
16079,58
16080,57
16081,56
16082,55
16083,54
16084,53
16085,52
16086,51
16087,50
16088,49
16089,48
16090,47
16091,46
16092,45
16093,44
16094,43
16095,42
16096,41
16097,40
16098,39
16099,38
16100,37
16101,36
16102,35
16103,34
16104,33
16105,32
16106,31
16107,30
16108,29
16109,28
16110,27
16111,26
16112,25
16113,24
16114,23
16115,22
16116,21
16117,20
16118,19
16119,18
16120,17
16121,16
16122,15
16123,14
16124,13
16125,12
16126,11
16127,10
16128,9
16129,8
16130,7
16131,6
16132,5
16133,4
16134,3
16135,2
16136,1
16137,0
16141,236
16142,235
16143,234
16144,233
16145,232
16146,231
16147,230
16148,229
16149,228
16150,227
16151,226
16152,225
16153,224
16154,223
16155,222
16156,221
16157,220
16158,219
16159,218
16160,217
16161,216
16162,215
16163,214
16164,213
16165,212
16166,211
16167,210
16168,209
16169,208
16170,207
16171,206
16172,205
16173,204
16174,203
16175,202
16176,201
16177,200
16178,199
16179,198
16180,197
16181,196
16182,195
16183,194
16184,193
16185,192
16186,191
16187,190
16188,189
16189,188
16190,187
16191,186
16192,185
16193,184
16194,183
16195,182
16196,181
16197,180
16198,179
16199,178
16200,177
16201,176
16202,175
16203,174
16204,173
16205,172
16206,171
16207,170
16208,169
16209,168
16210,167
16211,166
16212,165
16213,164
16214,163
16215,162
16216,161
16217,160
16218,159
16219,158
16220,157
16221,156
16222,155
16223,154
16224,153
16225,152
16226,151
16227,150
16228,149
16229,148
16230,147
16231,146
16232,145
16233,144
16234,143
16235,142
16236,141
16237,140
16238,139
16239,138
16240,137
16241,136
16242,135
16243,134
16244,133
16245,132
16246,131
16247,130
16248,129
16249,128
16250,127
16251,126
16252,125
16253,124
16254,123
16255,122
16256,121
16257,120
16258,119
16259,118
16260,117
16261,116
16262,115
16263,114
16264,113
16265,112
16266,111
16267,110
16268,109
16269,108
16270,107
16271,106
16272,105
16273,104
16274,103
16275,102
16276,101
16277,100
16278,99
16279,98
16280,97
16281,96
16282,95
16283,94
16284,93
16285,92
16286,91
16287,90
16288,89
16289,88
16290,87
16291,86
16292,85
16293,84
16294,83
16295,82
16296,81
16297,80
16298,79
16299,78
16300,77
16301,76
16302,75
16303,74
16304,73
16305,72
16306,71
16307,70
16308,69
16309,68
16310,67
16311,66
16312,65
16313,64
16314,63
16315,62
16316,61
16317,60
16318,59
16319,58
16320,57
16321,56
16322,55
16323,54
16324,53
16325,52
16326,51
16327,50
16328,49
16329,48
16330,47
16331,46
16332,45
16333,44
16334,43
16335,42
16336,41
16337,40
16338,39
16339,38
16340,37
16341,36
16342,35
16343,34
16344,33
16345,32
16346,31
16347,30
16348,29
16349,28
16350,27
16351,26
16352,25
16353,24
16354,23
16355,22
16356,21
16357,20
16358,19
16359,18
16360,17
16361,16
16362,15
16363,14
16364,13
16365,12
16366,11
16367,10
16368,9
16369,8
16370,7
16371,6
16372,5
16373,4
16374,3
16375,2
16376,1
16377,0
16381,210
16382,209
16383,208
16384,207
16385,206
16386,205
16387,204
16388,203
16389,202
16390,201
16391,200
16392,199
16393,198
16394,197
16395,196
16396,195
16397,194
16398,193
16399,192
16400,191
16401,190
16402,189
16403,188
16404,187
16405,186
16406,185
16407,184
16408,183
16409,182
16410,181
16411,180
16412,179
16413,178
16414,177
16415,176
16416,175
16417,174
16418,173
16419,172
16420,171
16421,170
16422,169
16423,168
16424,167
16425,166
16426,165
16427,164
16428,163
16429,162
16430,161
16431,160
16432,159
16433,158
16434,157
16435,156
16436,155
16437,154
16438,153
16439,152
16440,151
16441,150
16442,149
16443,148
16444,147
16445,146
16446,145
16447,144
16448,143
16449,142
16450,141
16451,140
16452,139
16453,138
16454,137
16455,136
16456,135
16457,134
16458,133
16459,132
16460,131
16461,130
16462,129
16463,128
16464,127
16465,126
16466,125
16467,124
16468,123
16469,122
16470,121
16471,120
16472,119
16473,118
16474,117
16475,116
16476,115
16477,114
16478,113
16479,112
16480,111
16481,110
16482,109
16483,108
16484,107
16485,106
16486,105
16487,104
16488,103
16489,102
16490,101
16491,100
16492,99
16493,98
16494,97
16495,96
16496,95
16497,94
16498,93
16499,92
16500,91
16501,90
16502,89
16503,88
16504,87
16505,86
16506,85
16507,84
16508,83
16509,82
16510,81
16511,80
16512,79
16513,78
16514,77
16515,76
16516,75
16517,74
16518,73
16519,72
16520,71
16521,70
16522,69
16523,68
16524,67
16525,66
16526,65
16527,64
16528,63
16529,62
16530,61
16531,60
16532,59
16533,58
16534,57
16535,56
16536,55
16537,54
16538,53
16539,52
16540,51
16541,50
16542,49
16543,48
16544,47
16545,46
16546,45
16547,44
16548,43
16549,42
16550,41
16551,40
16552,39
16553,38
16554,37
16555,36
16556,35
16557,34
16558,33
16559,32
16560,31
16561,30
16562,29
16563,28
16564,27
16565,26
16566,25
16567,24
16568,23
16569,22
16570,21
16571,20
16572,19
16573,18
16574,17
16575,16
16576,15
16577,14
16578,13
16579,12
16580,11
16581,10
16582,9
16583,8
16584,7
16585,6
16586,5
16587,4
16588,3
16589,2
16590,1
16591,0
16595,289
16596,288
16597,287
16598,286
16599,285
16600,284
16601,283
16602,282
16603,281
16604,280
16605,279
16606,278
16607,277
16608,276
16609,275
16610,274
16611,273
16612,272
16613,271
16614,270
16615,269
16616,268
16617,267
16618,266
16619,265
16620,264
16621,263
16622,262
16623,261
16624,260
16625,259
16626,258
16627,257
16628,256
16629,255
16630,254
16631,253
16632,252
16633,251
16634,250
16635,249
16636,248
16637,247
16638,246
16639,245
16640,244
16641,243
16642,242
16643,241
16644,240
16645,239
16646,238
16647,237
16648,236
16649,235
16650,234
16651,233
16652,232
16653,231
16654,230
16655,229
16656,228
16657,227
16658,226
16659,225
16660,224
16661,223
16662,222
16663,221
16664,220
16665,219
16666,218
16667,217
16668,216
16669,215
16670,214
16671,213
16672,212
16673,211
16674,210
16675,209
16676,208
16677,207
16678,206
16679,205
16680,204
16681,203
16682,202
16683,201
16684,200
16685,199
16686,198
16687,197
16688,196
16689,195
16690,194
16691,193
16692,192
16693,191
16694,190
16695,189
16696,188
16697,187
16698,186
16699,185
16700,184
16701,183
16702,182
16703,181
16704,180
16705,179
16706,178
16707,177
16708,176
16709,175
16710,174
16711,173
16712,172
16713,171
16714,170
16715,169
16716,168
16717,167
16718,166
16719,165
16720,164
16721,163
16722,162
16723,161
16724,160
16725,159
16726,158
16727,157
16728,156
16729,155
16730,154
16731,153
16732,152
16733,151
16734,150
16735,149
16736,148
16737,147
16738,146
16739,145
16740,144
16741,143
16742,142
16743,141
16744,140
16745,139
16746,138
16747,137
16748,136
16749,135
16750,134
16751,133
16752,132
16753,131
16754,130
16755,129
16756,128
16757,127
16758,126
16759,125
16760,124
16761,123
16762,122
16763,121
16764,120
16765,119
16766,118
16767,117
16768,116
16769,115
16770,114
16771,113
16772,112
16773,111
16774,110
16775,109
16776,108
16777,107
16778,106
16779,105
16780,104
16781,103
16782,102
16783,101
16784,100
16785,99
16786,98
16787,97
16788,96
16789,95
16790,94
16791,93
16792,92
16793,91
16794,90
16795,89
16796,88
16797,87
16798,86
16799,85
16800,84
16801,83
16802,82
16803,81
16804,80
16805,79
16806,78
16807,77
16808,76
16809,75
16810,74
16811,73
16812,72
16813,71
16814,70
16815,69
16816,68
16817,67
16818,66
16819,65
16820,64
16821,63
16822,62
16823,61
16824,60
16825,59
16826,58
16827,57
16828,56
16829,55
16830,54
16831,53
16832,52
16833,51
16834,50
16835,49
16836,48
16837,47
16838,46
16839,45
16840,44
16841,43
16842,42
16843,41
16844,40
16845,39
16846,38
16847,37
16848,36
16849,35
16850,34
16851,33
16852,32
16853,31
16854,30
16855,29
16856,28
16857,27
16858,26
16859,25
16860,24
16861,23
16862,22
16863,21
16864,20
16865,19
16866,18
16867,17
16868,16
16869,15
16870,14
16871,13
16872,12
16873,11
16874,10
16875,9
16876,8
16877,7
16878,6
16879,5
16880,4
16881,3
16882,2
16883,1
16884,0
16888,263
16889,262
16890,261
16891,260
16892,259
16893,258
16894,257
16895,256
16896,255
16897,254
16898,253
16899,252
16900,251
16901,250
16902,249
16903,248
16904,247
16905,246
16906,245
16907,244
16908,243
16909,242
16910,241
16911,240
16912,239
16913,238
16914,237
16915,236
16916,235
16917,234
16918,233
16919,232
16920,231
16921,230
16922,229
16923,228
16924,227
16925,226
16926,225
16927,224
16928,223
16929,222
16930,221
16931,220
16932,219
16933,218
16934,217
16935,216
16936,215
16937,214
16938,213
16939,212
16940,211
16941,210
16942,209
16943,208
16944,207
16945,206
16946,205
16947,204
16948,203
16949,202
16950,201
16951,200
16952,199
16953,198
16954,197
16955,196
16956,195
16957,194
16958,193
16959,192
16960,191
16961,190
16962,189
16963,188
16964,187
16965,186
16966,185
16967,184
16968,183
16969,182
16970,181
16971,180
16972,179
16973,178
16974,177
16975,176
16976,175
16977,174
16978,173
16979,172
16980,171
16981,170
16982,169
16983,168
16984,167
16985,166
16986,165
16987,164
16988,163
16989,162
16990,161
16991,160
16992,159
16993,158
16994,157
16995,156
16996,155
16997,154
16998,153
16999,152
17000,151
17001,150
17002,149
17003,148
17004,147
17005,146
17006,145
17007,144
17008,143
17009,142
17010,141
17011,140
17012,139
17013,138
17014,137
17015,136
17016,135
17017,134
17018,133
17019,132
17020,131
17021,130
17022,129
17023,128
17024,127
17025,126
17026,125
17027,124
17028,123
17029,122
17030,121
17031,120
17032,119
17033,118
17034,117
17035,116
17036,115
17037,114
17038,113
17039,112
17040,111
17041,110
17042,109
17043,108
17044,107
17045,106
17046,105
17047,104
17048,103
17049,102
17050,101
17051,100
17052,99
17053,98
17054,97
17055,96
17056,95
17057,94
17058,93
17059,92
17060,91
17061,90
17062,89
17063,88
17064,87
17065,86
17066,85
17067,84
17068,83
17069,82
17070,81
17071,80
17072,79
17073,78
17074,77
17075,76
17076,75
17077,74
17078,73
17079,72
17080,71
17081,70
17082,69
17083,68
17084,67
17085,66
17086,65
17087,64
17088,63
17089,62
17090,61
17091,60
17092,59
17093,58
17094,57
17095,56
17096,55
17097,54
17098,53
17099,52
17100,51
17101,50
17102,49
17103,48
17104,47
17105,46
17106,45
17107,44
17108,43
17109,42
17110,41
17111,40
17112,39
17113,38
17114,37
17115,36
17116,35
17117,34
17118,33
17119,32
17120,31
17121,30
17122,29
17123,28
17124,27
17125,26
17126,25
17127,24
17128,23
17129,22
17130,21
17131,20
17132,19
17133,18
17134,17
17135,16
17136,15
17137,14
17138,13
17139,12
17140,11
17141,10
17142,9
17143,8
17144,7
17145,6
17146,5
17147,4
17148,3
17149,2
17150,1
17151,0
17155,184
17156,183
17157,182
17158,181
17159,180
17160,179
17161,178
17162,177
17163,176
17164,175
17165,174
17166,173
17167,172
17168,171
17169,170
17170,169
17171,168
17172,167
17173,166
17174,165
17175,164
17176,163
17177,162
17178,161
17179,160
17180,159
17181,158
17182,157
17183,156
17184,155
17185,154
17186,153
17187,152
17188,151
17189,150
17190,149
17191,148
17192,147
17193,146
17194,145
17195,144
17196,143
17197,142
17198,141
17199,140
17200,139
17201,138
17202,137
17203,136
17204,135
17205,134
17206,133
17207,132
17208,131
17209,130
17210,129
17211,128
17212,127
17213,126
17214,125
17215,124
17216,123
17217,122
17218,121
17219,120
17220,119
17221,118
17222,117
17223,116
17224,115
17225,114
17226,113
17227,112
17228,111
17229,110
17230,109
17231,108
17232,107
17233,106
17234,105
17235,104
17236,103
17237,102
17238,101
17239,100
17240,99
17241,98
17242,97
17243,96
17244,95
17245,94
17246,93
17247,92
17248,91
17249,90
17250,89
17251,88
17252,87
17253,86
17254,85
17255,84
17256,83
17257,82
17258,81
17259,80
17260,79
17261,78
17262,77
17263,76
17264,75
17265,74
17266,73
17267,72
17268,71
17269,70
17270,69
17271,68
17272,67
17273,66
17274,65
17275,64
17276,63
17277,62
17278,61
17279,60
17280,59
17281,58
17282,57
17283,56
17284,55
17285,54
17286,53
17287,52
17288,51
17289,50
17290,49
17291,48
17292,47
17293,46
17294,45
17295,44
17296,43
17297,42
17298,41
17299,40
17300,39
17301,38
17302,37
17303,36
17304,35
17305,34
17306,33
17307,32
17308,31
17309,30
17310,29
17311,28
17312,27
17313,26
17314,25
17315,24
17316,23
17317,22
17318,21
17319,20
17320,19
17321,18
17322,17
17323,16
17324,15
17325,14
17326,13
17327,12
17328,11
17329,10
17330,9
17331,8
17332,7
17333,6
17334,5
17335,4
17336,3
17337,2
17338,1
17339,0
17343,274
17344,273
17345,272
17346,271
17347,270
17348,269
17349,268
17350,267
17351,266
17352,265
17353,264
17354,263
17355,262
17356,261
17357,260
17358,259
17359,258
17360,257
17361,256
17362,255
17363,254
17364,253
17365,252
17366,251
17367,250
17368,249
17369,248
17370,247
17371,246
17372,245
17373,244
17374,243
17375,242
17376,241
17377,240
17378,239
17379,238
17380,237
17381,236
17382,235
17383,234
17384,233
17385,232
17386,231
17387,230
17388,229
17389,228
17390,227
17391,226
17392,225
17393,224
17394,223
17395,222
17396,221
17397,220
17398,219
17399,218
17400,217
17401,216
17402,215
17403,214
17404,213
17405,212
17406,211
17407,210
17408,209
17409,208
17410,207
17411,206
17412,205
17413,204
17414,203
17415,202
17416,201
17417,200
17418,199
17419,198
17420,197
17421,196
17422,195
17423,194
17424,193
17425,192
17426,191
17427,190
17428,189
17429,188
17430,187
17431,186
17432,185
17433,184
17434,183
17435,182
17436,181
17437,180
17438,179
17439,178
17440,177
17441,176
17442,175
17443,174
17444,173
17445,172
17446,171
17447,170
17448,169
17449,168
17450,167
17451,166
17452,165
17453,164
17454,163
17455,162
17456,161
17457,160
17458,159
17459,158
17460,157
17461,156
17462,155
17463,154
17464,153
17465,152
17466,151
17467,150
17468,149
17469,148
17470,147
17471,146
17472,145
17473,144
17474,143
17475,142
17476,141
17477,140
17478,139
17479,138
17480,137
17481,136
17482,135
17483,134
17484,133
17485,132
17486,131
17487,130
17488,129
17489,128
17490,127
17491,126
17492,125
17493,124
17494,123
17495,122
17496,121
17497,120
17498,119
17499,118
17500,117
17501,116
17502,115
17503,114
17504,113
17505,112
17506,111
17507,110
17508,109
17509,108
17510,107
17511,106
17512,105
17513,104
17514,103
17515,102
17516,101
17517,100
17518,99
17519,98
17520,97
17521,96
17522,95
17523,94
17524,93
17525,92
17526,91
17527,90
17528,89
17529,88
17530,87
17531,86
17532,85
17533,84
17534,83
17535,82
17536,81
17537,80
17538,79
17539,78
17540,77
17541,76
17542,75
17543,74
17544,73
17545,72
17546,71
17547,70
17548,69
17549,68
17550,67
17551,66
17552,65
17553,64
17554,63
17555,62
17556,61
17557,60
17558,59
17559,58
17560,57
17561,56
17562,55
17563,54
17564,53
17565,52
17566,51
17567,50
17568,49
17569,48
17570,47
17571,46
17572,45
17573,44
17574,43
17575,42
17576,41
17577,40
17578,39
17579,38
17580,37
17581,36
17582,35
17583,34
17584,33
17585,32
17586,31
17587,30
17588,29
17589,28
17590,27
17591,26
17592,25
17593,24
17594,23
17595,22
17596,21
17597,20
17598,19
17599,18
17600,17
17601,16
17602,15
17603,14
17604,13
17605,12
17606,11
17607,10
17608,9
17609,8
17610,7
17611,6
17612,5
17613,4
17614,3
17615,2
17616,1
17617,0
17621,174
17622,173
17623,172
17624,171
17625,170
17626,169
17627,168
17628,167
17629,166
17630,165
17631,164
17632,163
17633,162
17634,161
17635,160
17636,159
17637,158
17638,157
17639,156
17640,155
17641,154
17642,153
17643,152
17644,151
17645,150
17646,149
17647,148
17648,147
17649,146
17650,145
17651,144
17652,143
17653,142
17654,141
17655,140
17656,139
17657,138
17658,137
17659,136
17660,135
17661,134
17662,133
17663,132
17664,131
17665,130
17666,129
17667,128
17668,127
17669,126
17670,125
17671,124
17672,123
17673,122
17674,121
17675,120
17676,119
17677,118
17678,117
17679,116
17680,115
17681,114
17682,113
17683,112
17684,111
17685,110
17686,109
17687,108
17688,107
17689,106
17690,105
17691,104
17692,103
17693,102
17694,101
17695,100
17696,99
17697,98
17698,97
17699,96
17700,95
17701,94
17702,93
17703,92
17704,91
17705,90
17706,89
17707,88
17708,87
17709,86
17710,85
17711,84
17712,83
17713,82
17714,81
17715,80
17716,79
17717,78
17718,77
17719,76
17720,75
17721,74
17722,73
17723,72
17724,71
17725,70
17726,69
17727,68
17728,67
17729,66
17730,65
17731,64
17732,63
17733,62
17734,61
17735,60
17736,59
17737,58
17738,57
17739,56
17740,55
17741,54
17742,53
17743,52
17744,51
17745,50
17746,49
17747,48
17748,47
17749,46
17750,45
17751,44
17752,43
17753,42
17754,41
17755,40
17756,39
17757,38
17758,37
17759,36
17760,35
17761,34
17762,33
17763,32
17764,31
17765,30
17766,29
17767,28
17768,27
17769,26
17770,25
17771,24
17772,23
17773,22
17774,21
17775,20
17776,19
17777,18
17778,17
17779,16
17780,15
17781,14
17782,13
17783,12
17784,11
17785,10
17786,9
17787,8
17788,7
17789,6
17790,5
17791,4
17792,3
17793,2
17794,1
17795,0
17799,209
17800,208
17801,207
17802,206
17803,205
17804,204
17805,203
17806,202
17807,201
17808,200
17809,199
17810,198
17811,197
17812,196
17813,195
17814,194
17815,193
17816,192
17817,191
17818,190
17819,189
17820,188
17821,187
17822,186
17823,185
17824,184
17825,183
17826,182
17827,181
17828,180
17829,179
17830,178
17831,177
17832,176
17833,175
17834,174
17835,173
17836,172
17837,171
17838,170
17839,169
17840,168
17841,167
17842,166
17843,165
17844,164
17845,163
17846,162
17847,161
17848,160
17849,159
17850,158
17851,157
17852,156
17853,155
17854,154
17855,153
17856,152
17857,151
17858,150
17859,149
17860,148
17861,147
17862,146
17863,145
17864,144
17865,143
17866,142
17867,141
17868,140
17869,139
17870,138
17871,137
17872,136
17873,135
17874,134
17875,133
17876,132
17877,131
17878,130
17879,129
17880,128
17881,127
17882,126
17883,125
17884,124
17885,123
17886,122
17887,121
17888,120
17889,119
17890,118
17891,117
17892,116
17893,115
17894,114
17895,113
17896,112
17897,111
17898,110
17899,109
17900,108
17901,107
17902,106
17903,105
17904,104
17905,103
17906,102
17907,101
17908,100
17909,99
17910,98
17911,97
17912,96
17913,95
17914,94
17915,93
17916,92
17917,91
17918,90
17919,89
17920,88
17921,87
17922,86
17923,85
17924,84
17925,83
17926,82
17927,81
17928,80
17929,79
17930,78
17931,77
17932,76
17933,75
17934,74
17935,73
17936,72
17937,71
17938,70
17939,69
17940,68
17941,67
17942,66
17943,65
17944,64
17945,63
17946,62
17947,61
17948,60
17949,59
17950,58
17951,57
17952,56
17953,55
17954,54
17955,53
17956,52
17957,51
17958,50
17959,49
17960,48
17961,47
17962,46
17963,45
17964,44
17965,43
17966,42
17967,41
17968,40
17969,39
17970,38
17971,37
17972,36
17973,35
17974,34
17975,33
17976,32
17977,31
17978,30
17979,29
17980,28
17981,27
17982,26
17983,25
17984,24
17985,23
17986,22
17987,21
17988,20
17989,19
17990,18
17991,17
17992,16
17993,15
17994,14
17995,13
17996,12
17997,11
17998,10
17999,9
18000,8
18001,7
18002,6
18003,5
18004,4
18005,3
18006,2
18007,1
18008,0
18012,213
18013,212
18014,211
18015,210
18016,209
18017,208
18018,207
18019,206
18020,205
18021,204
18022,203
18023,202
18024,201
18025,200
18026,199
18027,198
18028,197
18029,196
18030,195
18031,194
18032,193
18033,192
18034,191
18035,190
18036,189
18037,188
18038,187
18039,186
18040,185
18041,184
18042,183
18043,182
18044,181
18045,180
18046,179
18047,178
18048,177
18049,176
18050,175
18051,174
18052,173
18053,172
18054,171
18055,170
18056,169
18057,168
18058,167
18059,166
18060,165
18061,164
18062,163
18063,162
18064,161
18065,160
18066,159
18067,158
18068,157
18069,156
18070,155
18071,154
18072,153
18073,152
18074,151
18075,150
18076,149
18077,148
18078,147
18079,146
18080,145
18081,144
18082,143
18083,142
18084,141
18085,140
18086,139
18087,138
18088,137
18089,136
18090,135
18091,134
18092,133
18093,132
18094,131
18095,130
18096,129
18097,128
18098,127
18099,126
18100,125
18101,124
18102,123
18103,122
18104,121
18105,120
18106,119
18107,118
18108,117
18109,116
18110,115
18111,114
18112,113
18113,112
18114,111
18115,110
18116,109
18117,108
18118,107
18119,106
18120,105
18121,104
18122,103
18123,102
18124,101
18125,100
18126,99
18127,98
18128,97
18129,96
18130,95
18131,94
18132,93
18133,92
18134,91
18135,90
18136,89
18137,88
18138,87
18139,86
18140,85
18141,84
18142,83
18143,82
18144,81
18145,80
18146,79
18147,78
18148,77
18149,76
18150,75
18151,74
18152,73
18153,72
18154,71
18155,70
18156,69
18157,68
18158,67
18159,66
18160,65
18161,64
18162,63
18163,62
18164,61
18165,60
18166,59
18167,58
18168,57
18169,56
18170,55
18171,54
18172,53
18173,52
18174,51
18175,50
18176,49
18177,48
18178,47
18179,46
18180,45
18181,44
18182,43
18183,42
18184,41
18185,40
18186,39
18187,38
18188,37
18189,36
18190,35
18191,34
18192,33
18193,32
18194,31
18195,30
18196,29
18197,28
18198,27
18199,26
18200,25
18201,24
18202,23
18203,22
18204,21
18205,20
18206,19
18207,18
18208,17
18209,16
18210,15
18211,14
18212,13
18213,12
18214,11
18215,10
18216,9
18217,8
18218,7
18219,6
18220,5
18221,4
18222,3
18223,2
18224,1
18225,0
18229,150
18230,149
18231,148
18232,147
18233,146
18234,145
18235,144
18236,143
18237,142
18238,141
18239,140
18240,139
18241,138
18242,137
18243,136
18244,135
18245,134
18246,133
18247,132
18248,131
18249,130
18250,129
18251,128
18252,127
18253,126
18254,125
18255,124
18256,123
18257,122
18258,121
18259,120
18260,119
18261,118
18262,117
18263,116
18264,115
18265,114
18266,113
18267,112
18268,111
18269,110
18270,109
18271,108
18272,107
18273,106
18274,105
18275,104
18276,103
18277,102
18278,101
18279,100
18280,99
18281,98
18282,97
18283,96
18284,95
18285,94
18286,93
18287,92
18288,91
18289,90
18290,89
18291,88
18292,87
18293,86
18294,85
18295,84
18296,83
18297,82
18298,81
18299,80
18300,79
18301,78
18302,77
18303,76
18304,75
18305,74
18306,73
18307,72
18308,71
18309,70
18310,69
18311,68
18312,67
18313,66
18314,65
18315,64
18316,63
18317,62
18318,61
18319,60
18320,59
18321,58
18322,57
18323,56
18324,55
18325,54
18326,53
18327,52
18328,51
18329,50
18330,49
18331,48
18332,47
18333,46
18334,45
18335,44
18336,43
18337,42
18338,41
18339,40
18340,39
18341,38
18342,37
18343,36
18344,35
18345,34
18346,33
18347,32
18348,31
18349,30
18350,29
18351,28
18352,27
18353,26
18354,25
18355,24
18356,23
18357,22
18358,21
18359,20
18360,19
18361,18
18362,17
18363,16
18364,15
18365,14
18366,13
18367,12
18368,11
18369,10
18370,9
18371,8
18372,7
18373,6
18374,5
18375,4
18376,3
18377,2
18378,1
18379,0
18383,131
18384,130
18385,129
18386,128
18387,127
18388,126
18389,125
18390,124
18391,123
18392,122
18393,121
18394,120
18395,119
18396,118
18397,117
18398,116
18399,115
18400,114
18401,113
18402,112
18403,111
18404,110
18405,109
18406,108
18407,107
18408,106
18409,105
18410,104
18411,103
18412,102
18413,101
18414,100
18415,99
18416,98
18417,97
18418,96
18419,95
18420,94
18421,93
18422,92
18423,91
18424,90
18425,89
18426,88
18427,87
18428,86
18429,85
18430,84
18431,83
18432,82
18433,81
18434,80
18435,79
18436,78
18437,77
18438,76
18439,75
18440,74
18441,73
18442,72
18443,71
18444,70
18445,69
18446,68
18447,67
18448,66
18449,65
18450,64
18451,63
18452,62
18453,61
18454,60
18455,59
18456,58
18457,57
18458,56
18459,55
18460,54
18461,53
18462,52
18463,51
18464,50
18465,49
18466,48
18467,47
18468,46
18469,45
18470,44
18471,43
18472,42
18473,41
18474,40
18475,39
18476,38
18477,37
18478,36
18479,35
18480,34
18481,33
18482,32
18483,31
18484,30
18485,29
18486,28
18487,27
18488,26
18489,25
18490,24
18491,23
18492,22
18493,21
18494,20
18495,19
18496,18
18497,17
18498,16
18499,15
18500,14
18501,13
18502,12
18503,11
18504,10
18505,9
18506,8
18507,7
18508,6
18509,5
18510,4
18511,3
18512,2
18513,1
18514,0
18518,337
18519,336
18520,335
18521,334
18522,333
18523,332
18524,331
18525,330
18526,329
18527,328
18528,327
18529,326
18530,325
18531,324
18532,323
18533,322
18534,321
18535,320
18536,319
18537,318
18538,317
18539,316
18540,315
18541,314
18542,313
18543,312
18544,311
18545,310
18546,309
18547,308
18548,307
18549,306
18550,305
18551,304
18552,303
18553,302
18554,301
18555,300
18556,299
18557,298
18558,297
18559,296
18560,295
18561,294
18562,293
18563,292
18564,291
18565,290
18566,289
18567,288
18568,287
18569,286
18570,285
18571,284
18572,283
18573,282
18574,281
18575,280
18576,279
18577,278
18578,277
18579,276
18580,275
18581,274
18582,273
18583,272
18584,271
18585,270
18586,269
18587,268
18588,267
18589,266
18590,265
18591,264
18592,263
18593,262
18594,261
18595,260
18596,259
18597,258
18598,257
18599,256
18600,255
18601,254
18602,253
18603,252
18604,251
18605,250
18606,249
18607,248
18608,247
18609,246
18610,245
18611,244
18612,243
18613,242
18614,241
18615,240
18616,239
18617,238
18618,237
18619,236
18620,235
18621,234
18622,233
18623,232
18624,231
18625,230
18626,229
18627,228
18628,227
18629,226
18630,225
18631,224
18632,223
18633,222
18634,221
18635,220
18636,219
18637,218
18638,217
18639,216
18640,215
18641,214
18642,213
18643,212
18644,211
18645,210
18646,209
18647,208
18648,207
18649,206
18650,205
18651,204
